Batch,Number,Day,Sex,Coat Color,Star?,Weight,Temperature,Accuri Count,Parasitemia,Lived?,Experimental Start Date,Description
Albus,1,0,F,Agouti,0,25.5,36.7,13120,0,1,9/11/2016,DO
Albus,1,5,F,Agouti,0,24.8,38.1,11490,0,1,9/11/2016,DO
Albus,1,6,F,Agouti,0,24.5,36.4,6465.5,0.007072136,1,9/11/2016,DO
Albus,1,7,F,Agouti,0,23.9,35.8,10027.5,0,1,9/11/2016,DO
Albus,1,8,F,Agouti,0,22.7,37.5,12561,0.003875969,1,9/11/2016,DO
Albus,1,9,F,Agouti,0,23.2,37.8,8221,0.003807107,1,9/11/2016,DO
Albus,1,10,F,Agouti,0,23.1,37.3,8087,0.005494505,1,9/11/2016,DO
Albus,1,11,F,Agouti,0,22.4,37.2,15636,0.032305433,1,9/11/2016,DO
Albus,1,12,F,Agouti,0,23.4,35.7,10056,0.150176678,1,9/11/2016,DO
Albus,1,13,F,Agouti,0,22.9,35.6,3349,0.166340509,1,9/11/2016,DO
Albus,1,14,F,Agouti,0,22,34.7,2402,0.130514706,1,9/11/2016,DO
Albus,1,15,F,Agouti,0,21.9,36.4,5567,0.023897059,1,9/11/2016,DO
Albus,1,18,F,Agouti,0,23.1,35.7,,,1,9/11/2016,DO
Albus,1,19,F,Agouti,0,22.7,36.3,,,1,9/11/2016,DO
Albus,1,20,F,Agouti,0,23,37.6,,,1,9/11/2016,DO
Albus,1,21,F,Agouti,0,22.8,36.1,,,1,9/11/2016,DO
Albus,1,22,F,Agouti,0,22.6,36.8,,,1,9/11/2016,DO
Albus,1,24,F,Agouti,0,23.3,36.7,,,1,9/11/2016,DO
Albus,1,25,F,Agouti,0,22.99,36.3,,,1,9/11/2016,DO
Albus,1,26,F,Agouti,0,22.9,37.3,17135,,1,9/11/2016,DO
Albus,2,0,F,Agouti,0,18.6,37.3,15249,0,1,9/11/2016,DO
Albus,2,5,F,Agouti,0,18.6,37.4,11239,0.029787,1,9/11/2016,DO
Albus,2,6,F,Agouti,0,18.3,37.6,11148,0.077889447,1,9/11/2016,DO
Albus,2,7,F,Agouti,0,17.9,37.6,10240,0.190578158,1,9/11/2016,DO
Albus,2,8,F,Agouti,0,16.8,35.9,5511,0.283146067,1,9/11/2016,DO
Albus,2,9,F,Agouti,0,17,35.8,4131,0.190839695,1,9/11/2016,DO
Albus,2,10,F,Agouti,0,17.1,36.9,3694,0.072072072,1,9/11/2016,DO
Albus,2,11,F,Agouti,0,16.2,36.2,6961,0.077319588,1,9/11/2016,DO
Albus,2,12,F,Agouti,0,17.3,38.1,4405,0.082938389,1,9/11/2016,DO
Albus,2,13,F,Agouti,0,17.4,37.6,4233,0.031862745,1,9/11/2016,DO
Albus,2,14,F,Agouti,0,17.4,36.1,7589,0.038901602,1,9/11/2016,DO
Albus,2,15,F,Agouti,0,17.3,37.1,10511,0.018018018,1,9/11/2016,DO
Albus,2,18,F,Agouti,0,17.7,37.6,,,1,9/11/2016,DO
Albus,2,19,F,Agouti,0,17.4,35.9,,,1,9/11/2016,DO
Albus,2,20,F,Agouti,0,17.6,37.6,,,1,9/11/2016,DO
Albus,2,21,F,Agouti,0,17.7,35.2,,,1,9/11/2016,DO
Albus,2,22,F,Agouti,0,16.7,36.8,,,1,9/11/2016,DO
Albus,2,24,F,Agouti,0,17.3,36.3,,,1,9/11/2016,DO
Albus,2,25,F,Agouti,0,16.79,34.7,,,1,9/11/2016,DO
Albus,2,26,F,Agouti,0,16.99,37.5,14895,,1,9/11/2016,DO
Albus,3,0,F,Agouti,0,31.5,38.4,14838,0,1,9/11/2016,DO
Albus,3,5,F,Agouti,0,30.7,37.8,12956,0.055944056,1,9/11/2016,DO
Albus,3,6,F,Agouti,0,30.1,37.9,12583,0.159793814,1,9/11/2016,DO
Albus,3,7,F,Agouti,0,29,37.3,9654,0.294363257,1,9/11/2016,DO
Albus,3,8,F,Agouti,0,27.7,34.9,3503,0.161572052,1,9/11/2016,DO
Albus,3,9,F,Agouti,0,27.2,36.4,4150,0.062622309,1,9/11/2016,DO
Albus,3,10,F,Agouti,0,27.1,37.7,3889,0.016055046,1,9/11/2016,DO
Albus,3,11,F,Agouti,0,26,38.5,7038,0.003875969,1,9/11/2016,DO
Albus,3,12,F,Agouti,0,26.1,38.2,7871,0.004555809,1,9/11/2016,DO
Albus,3,13,F,Agouti,0,25.9,39.1,9382,0,1,9/11/2016,DO
Albus,3,14,F,Agouti,0,26.2,38.6,5647,0,1,9/11/2016,DO
Albus,3,15,F,Agouti,0,24.4,39.1,10225,0,1,9/11/2016,DO
Albus,3,18,F,Agouti,0,26.5,37.2,,,1,9/11/2016,DO
Albus,3,19,F,Agouti,0,26.1,38.9,,,1,9/11/2016,DO
Albus,3,20,F,Agouti,0,25.8,38.9,,,1,9/11/2016,DO
Albus,3,21,F,Agouti,0,26.2,37.5,,,1,9/11/2016,DO
Albus,3,22,F,Agouti,0,26.1,38.4,,,1,9/11/2016,DO
Albus,3,24,F,Agouti,0,26,38.3,,,1,9/11/2016,DO
Albus,3,25,F,Agouti,0,25.52,38.1,,,1,9/11/2016,DO
Albus,3,26,F,Agouti,0,25.8,38.2,17300,,1,9/11/2016,DO
Albus,4,0,F,White,0,23.3,37.9,14342,0,1,9/11/2016,DO
Albus,4,5,F,White,0,24.2,36.7,16531,0.0375,1,9/11/2016,DO
Albus,4,6,F,White,0,24.2,36.7,15610,0.100616016,1,9/11/2016,DO
Albus,4,7,F,White,0,24,37.2,9155,0.197508897,1,9/11/2016,DO
Albus,4,8,F,White,0,22.6,36.4,6447,0.245700246,1,9/11/2016,DO
Albus,4,9,F,White,0,21.7,35.4,4450,0.081206497,1,9/11/2016,DO
Albus,4,10,F,White,0,21.7,34.5,5777,0.013274336,1,9/11/2016,DO
Albus,4,11,F,White,0,21.9,38.1,9031,0.002597403,1,9/11/2016,DO
Albus,4,12,F,White,0,22,38.2,8675,0.004640371,1,9/11/2016,DO
Albus,4,13,F,White,0,22.2,38.5,8693,0.00248139,1,9/11/2016,DO
Albus,4,14,F,White,0,21.7,38.5,12443,0.009779951,1,9/11/2016,DO
Albus,4,15,F,White,0,21.9,38.6,9253,0.002118644,1,9/11/2016,DO
Albus,4,18,F,White,0,23.5,37,,,1,9/11/2016,DO
Albus,4,19,F,White,0,23,37.8,,,1,9/11/2016,DO
Albus,4,20,F,White,0,23.1,37.7,,,1,9/11/2016,DO
Albus,4,21,F,White,0,23.1,36.4,,,1,9/11/2016,DO
Albus,4,22,F,White,0,22.1,37.1,,,1,9/11/2016,DO
Albus,4,24,F,White,0,22.4,37.3,,,1,9/11/2016,DO
Albus,4,25,F,White,0,21.68,37,,,1,9/11/2016,DO
Albus,4,26,F,White,0,21.4,38.2,13839,,1,9/11/2016,DO
Albus,5,0,F,Agouti,0,22.2,37.6,14014,0,1,9/11/2016,DO
Albus,5,5,F,Agouti,0,22.2,37.4,13996,0,1,9/11/2016,DO
Albus,5,6,F,Agouti,0,22,37.2,8017,0,1,9/11/2016,DO
Albus,5,7,F,Agouti,0,21.6,37.7,9501,0,1,9/11/2016,DO
Albus,5,8,F,Agouti,0,21.2,37.4,9278,0.002004008,1,9/11/2016,DO
Albus,5,9,F,Agouti,0,21.3,36.8,6099,0.019565217,1,9/11/2016,DO
Albus,5,10,F,Agouti,0,21.1,36.7,7935,0.029239766,1,9/11/2016,DO
Albus,5,11,F,Agouti,0,19.7,37.7,9064,0.195020747,1,9/11/2016,DO
Albus,5,12,F,Agouti,0,20.5,37.2,3742,0.407407407,1,9/11/2016,DO
Albus,5,13,F,Agouti,0,19.3,33.8,1845,0.338028169,1,9/11/2016,DO
Albus,5,14,F,Agouti,0,18.2,34.5,1710,0.117256637,1,9/11/2016,DO
Albus,5,15,F,Agouti,0,18.5,35.4,3597,0.031578947,1,9/11/2016,DO
Albus,5,18,F,Agouti,0,21.5,35.5,,,1,9/11/2016,DO
Albus,5,19,F,Agouti,0,21.2,37.6,,,1,9/11/2016,DO
Albus,5,20,F,Agouti,0,21.4,36.1,,,1,9/11/2016,DO
Albus,5,21,F,Agouti,0,21.8,35.4,,,1,9/11/2016,DO
Albus,5,22,F,Agouti,0,21.2,37.8,,,1,9/11/2016,DO
Albus,5,24,F,Agouti,0,21.7,35.5,,,1,9/11/2016,DO
Albus,5,25,F,Agouti,0,21.55,36,,,1,9/11/2016,DO
Albus,5,26,F,Agouti,0,21.4,36.8,14348,,1,9/11/2016,DO
Albus,6,0,F,Black,0,25.8,36.9,15108,0,1,9/11/2016,DO
Albus,6,5,F,Black,0,26.3,35.5,13342,0.032315978,1,9/11/2016,DO
Albus,6,6,F,Black,0,25.5,37.2,13011,0.173302108,1,9/11/2016,DO
Albus,6,7,F,Black,0,25.4,36.5,5192,0.294491525,1,9/11/2016,DO
Albus,6,8,F,Black,0,23.7,33.1,3848,0.319915254,1,9/11/2016,DO
Albus,6,9,F,Black,0,22.3,32.1,2222,0.167400881,1,9/11/2016,DO
Albus,6,10,F,Black,0,22.1,35.8,4296,0.044854881,1,9/11/2016,DO
Albus,6,11,F,Black,0,23.5,36.9,5422,0.030726257,1,9/11/2016,DO
Albus,6,12,F,Black,0,23.7,36.6,7009,0.059405941,1,9/11/2016,DO
Albus,6,13,F,Black,0,24.2,37.2,6073,0.080152672,1,9/11/2016,DO
Albus,6,14,F,Black,0,24.5,36.3,4864,0.136170213,1,9/11/2016,DO
Albus,6,15,F,Black,0,24.1,37.2,5624,0.074509804,1,9/11/2016,DO
Albus,6,18,F,Black,0,25.5,36.4,,,1,9/11/2016,DO
Albus,6,19,F,Black,0,25.5,35.5,,,1,9/11/2016,DO
Albus,6,20,F,Black,0,24.4,36.8,,,1,9/11/2016,DO
Albus,6,21,F,Black,0,24.4,35.2,,,1,9/11/2016,DO
Albus,6,22,F,Black,0,24.4,36.2,,,1,9/11/2016,DO
Albus,6,24,F,Black,0,23.8,35.7,,,1,9/11/2016,DO
Albus,6,25,F,Black,0,23.79,35.3,,,1,9/11/2016,DO
Albus,6,26,F,Black,0,23.5,36,19332,,1,9/11/2016,DO
Albus,7,0,F,Agouti,0,20.8,38.1,15188,0,0,9/11/2016,DO
Albus,7,5,F,Agouti,0,20.8,37.8,12940,0.028806584,0,9/11/2016,DO
Albus,7,6,F,Agouti,0,20.5,38.4,11043,0.071553229,0,9/11/2016,DO
Albus,7,7,F,Agouti,0,20.6,38.6,11154,0.219378428,0,9/11/2016,DO
Albus,7,8,F,Agouti,0,20,37,5213.5,0.35483871,0,9/11/2016,DO
Albus,7,9,F,Agouti,0,18.4,32.5,3021,0.417558887,0,9/11/2016,DO
Albus,7,10,F,Agouti,0,17.1,28.4,1891,0.102564103,0,9/11/2016,DO
Albus,7,11,F,Agouti,0,16.3,30.1,2329,0.035460993,0,9/11/2016,DO
Albus,8,0,F,Black,0,30,37.1,16070,0,1,9/11/2016,DO
Albus,8,5,F,Black,0,30.3,36.4,15333,0.018595041,1,9/11/2016,DO
Albus,8,6,F,Black,0,30.2,34.9,16963,0.056856187,1,9/11/2016,DO
Albus,8,7,F,Black,0,29.9,36.5,15652,0.173986486,1,9/11/2016,DO
Albus,8,8,F,Black,0,29.4,36.8,10387,0.279707495,1,9/11/2016,DO
Albus,8,9,F,Black,0,29,35.7,6401,0.229508197,1,9/11/2016,DO
Albus,8,10,F,Black,0,28,33.8,4104,0.149171271,1,9/11/2016,DO
Albus,8,11,F,Black,0,28.1,36.1,4590,0.053169734,1,9/11/2016,DO
Albus,8,12,F,Black,0,28,37,4838,0.002277904,1,9/11/2016,DO
Albus,8,13,F,Black,0,28.5,37.4,6381,0,1,9/11/2016,DO
Albus,8,14,F,Black,0,28.6,37.1,10426,0.002570694,1,9/11/2016,DO
Albus,8,15,F,Black,0,28.2,37.5,10818,0,1,9/11/2016,DO
Albus,8,18,F,Black,0,29.6,36.6,,,1,9/11/2016,DO
Albus,8,19,F,Black,0,30.4,36.6,,,1,9/11/2016,DO
Albus,8,20,F,Black,0,30.1,35.1,,,1,9/11/2016,DO
Albus,8,21,F,Black,0,30.2,35.5,,,1,9/11/2016,DO
Albus,8,22,F,Black,0,30.1,36.4,,,1,9/11/2016,DO
Albus,8,24,F,Black,0,30.8,34.2,,,1,9/11/2016,DO
Albus,8,25,F,Black,0,29.9,34.8,,,1,9/11/2016,DO
Albus,8,26,F,Black,0,29.2,37.4,16815,,1,9/11/2016,DO
Albus,9,0,F,White,0,31,36.9,14845,0,1,9/11/2016,DO
Albus,9,5,F,White,0,31.3,37.5,14937,0.047258979,1,9/11/2016,DO
Albus,9,6,F,White,0,30.1,38,13561,0.071895425,1,9/11/2016,DO
Albus,9,7,F,White,0,29.1,37.2,8667,0.265709156,1,9/11/2016,DO
Albus,9,8,F,White,0,27.7,33.3,5280,0.35483871,1,9/11/2016,DO
Albus,9,9,F,White,0,26,31.3,1555,0.310945274,1,9/11/2016,DO
Albus,9,10,F,White,0,24.9,30.9,1919,0.076271186,1,9/11/2016,DO
Albus,9,11,F,White,0,25.4,35.6,3634,0.008179959,1,9/11/2016,DO
Albus,9,12,F,White,0,26,36.8,4423,0.007832898,1,9/11/2016,DO
Albus,9,13,F,White,0,26.6,37.1,6611,0.004854369,1,9/11/2016,DO
Albus,9,14,F,White,0,26.9,37,9625,0.00456621,1,9/11/2016,DO
Albus,9,15,F,White,0,26.1,36.3,8787,0.018072289,1,9/11/2016,DO
Albus,9,18,F,White,0,26.6,36,,,1,9/11/2016,DO
Albus,9,19,F,White,0,27.1,37,,,1,9/11/2016,DO
Albus,9,20,F,White,0,27.8,36.4,,,1,9/11/2016,DO
Albus,9,21,F,White,0,27.5,36.7,,,1,9/11/2016,DO
Albus,9,22,F,White,0,27.9,36.7,,,1,9/11/2016,DO
Albus,9,24,F,White,0,28.6,37.2,,,1,9/11/2016,DO
Albus,9,25,F,White,0,28.73,36.4,,,1,9/11/2016,DO
Albus,9,26,F,White,0,29.4,36.7,13965,,1,9/11/2016,DO
Albus,10,0,F,Agouti,0,25,38.1,17243,0,1,9/11/2016,DO
Albus,10,5,F,Agouti,0,24.4,36.1,18130,0.0275,1,9/11/2016,DO
Albus,10,6,F,Agouti,0,24.7,36.5,14500,0.068062827,1,9/11/2016,DO
Albus,10,7,F,Agouti,0,24.9,37.9,9273,0.224568138,1,9/11/2016,DO
Albus,10,8,F,Agouti,0,24,36.8,2740,0.287128713,1,9/11/2016,DO
Albus,10,9,F,Agouti,0,23.1,36.5,4954,0.223655914,1,9/11/2016,DO
Albus,10,10,F,Agouti,0,23.3,36.4,2012,0.171189979,1,9/11/2016,DO
Albus,10,11,F,Agouti,0,24.1,37.2,5497,0.138957816,1,9/11/2016,DO
Albus,10,12,F,Agouti,0,24.8,38.4,4577,0.096192385,1,9/11/2016,DO
Albus,10,13,F,Agouti,0,25.9,38.6,5021,0.021686747,1,9/11/2016,DO
Albus,10,14,F,Agouti,0,25.4,36.5,8335,0.023305085,1,9/11/2016,DO
Albus,10,15,F,Agouti,0,24.6,37.8,10333,0.002293578,1,9/11/2016,DO
Albus,10,18,F,Agouti,0,24.5,36.5,,,1,9/11/2016,DO
Albus,10,19,F,Agouti,0,24.1,36.2,,,1,9/11/2016,DO
Albus,10,20,F,Agouti,0,24.3,37.3,,,1,9/11/2016,DO
Albus,10,21,F,Agouti,0,24.5,36,,,1,9/11/2016,DO
Albus,10,22,F,Agouti,0,23.3,36.6,,,1,9/11/2016,DO
Albus,10,24,F,Agouti,0,23.7,36.5,,,1,9/11/2016,DO
Albus,10,25,F,Agouti,0,23.53,36.7,,,1,9/11/2016,DO
Albus,10,26,F,Agouti,0,23.1,36.8,15898,,1,9/11/2016,DO
Albus,11,0,F,Agouti,0,24.4,38.6,16085,0,1,9/11/2016,DO
Albus,11,5,F,Agouti,0,24.1,38.5,14334,0.052154195,1,9/11/2016,DO
Albus,11,6,F,Agouti,0,23.6,38.4,11771,0.13125,1,9/11/2016,DO
Albus,11,7,F,Agouti,0,23.1,36.6,6152,0.078740157,1,9/11/2016,DO
Albus,11,8,F,Agouti,0,21.9,37.5,3342,0.208747515,1,9/11/2016,DO
Albus,11,9,F,Agouti,0,22,36.9,4937,0.147321429,1,9/11/2016,DO
Albus,11,10,F,Agouti,0,22.2,37.7,5344,0.042857143,1,9/11/2016,DO
Albus,11,11,F,Agouti,0,22.4,38.3,8353,0.012371134,1,9/11/2016,DO
Albus,11,12,F,Agouti,0,23.2,37,9172,0.002028398,1,9/11/2016,DO
Albus,11,13,F,Agouti,0,23.2,39.1,11409,0,1,9/11/2016,DO
Albus,11,14,F,Agouti,0,23,36.4,13581,0.004901961,1,9/11/2016,DO
Albus,11,15,F,Agouti,0,22.5,38.6,11575,0,1,9/11/2016,DO
Albus,11,18,F,Agouti,0,23.1,36.9,,,1,9/11/2016,DO
Albus,11,19,F,Agouti,0,23.1,38,,,1,9/11/2016,DO
Albus,11,20,F,Agouti,0,22.6,38.2,,,1,9/11/2016,DO
Albus,11,21,F,Agouti,0,22.9,37,,,1,9/11/2016,DO
Albus,11,22,F,Agouti,0,22.4,37.5,,,1,9/11/2016,DO
Albus,11,24,F,Agouti,0,22.2,37.7,,,1,9/11/2016,DO
Albus,11,25,F,Agouti,0,21.85,38,,,1,9/11/2016,DO
Albus,11,26,F,Agouti,0,22.09,37.7,12966,,1,9/11/2016,DO
Albus,12,0,F,Agouti,0,26.5,37.5,15030,0,1,9/11/2016,DO
Albus,12,5,F,Agouti,0,26.6,37.6,11369,0.00856531,1,9/11/2016,DO
Albus,12,6,F,Agouti,0,26.2,36.6,10709,0.026,1,9/11/2016,DO
Albus,12,7,F,Agouti,0,25.8,37.4,11097,0.193406593,1,9/11/2016,DO
Albus,12,8,F,Agouti,0,25.9,37.4,7263,0.182656827,1,9/11/2016,DO
Albus,12,9,F,Agouti,0,25.4,35.6,5011,0.266055046,1,9/11/2016,DO
Albus,12,10,F,Agouti,0,25.1,36.8,2970,0.133995037,1,9/11/2016,DO
Albus,12,11,F,Agouti,0,25.8,36.9,3635,0.030630631,1,9/11/2016,DO
Albus,12,12,F,Agouti,0,25.8,37.2,4977,0.010080645,1,9/11/2016,DO
Albus,12,13,F,Agouti,0,26.2,36.3,8041,0.004424779,1,9/11/2016,DO
Albus,12,14,F,Agouti,0,25.4,37.6,7012,0,1,9/11/2016,DO
Albus,12,15,F,Agouti,0,24.9,37.7,13032,0,1,9/11/2016,DO
Albus,12,18,F,Agouti,0,26,36.6,,,1,9/11/2016,DO
Albus,12,19,F,Agouti,0,25.3,36.8,,,1,9/11/2016,DO
Albus,12,20,F,Agouti,0,25.2,37.1,,,1,9/11/2016,DO
Albus,12,21,F,Agouti,0,25.1,36.3,,,1,9/11/2016,DO
Albus,12,22,F,Agouti,0,25,36.9,,,1,9/11/2016,DO
Albus,12,24,F,Agouti,0,25,36.1,,,1,9/11/2016,DO
Albus,12,25,F,Agouti,0,25.02,36.9,,,1,9/11/2016,DO
Albus,12,26,F,Agouti,0,25.13,37,16677,,1,9/11/2016,DO
Albus,13,0,F,Agouti,0,20.9,36.6,15148,0,1,9/11/2016,DO
Albus,13,5,F,Agouti,0,20,36.9,15875,0.026923077,1,9/11/2016,DO
Albus,13,6,F,Agouti,0,19.9,37,12708,0.079150579,1,9/11/2016,DO
Albus,13,7,F,Agouti,0,20.4,36.6,8540,0.144578313,1,9/11/2016,DO
Albus,13,8,F,Agouti,0,19.1,36.3,4954,0.296610169,1,9/11/2016,DO
Albus,13,9,F,Agouti,0,18,35.2,3635,0.187192118,1,9/11/2016,DO
Albus,13,10,F,Agouti,0,17.8,36.4,3842,0.025522042,1,9/11/2016,DO
Albus,13,11,F,Agouti,0,18.8,36.9,7230,0.015151515,1,9/11/2016,DO
Albus,13,12,F,Agouti,0,19.4,37.8,7156,0.002570694,1,9/11/2016,DO
Albus,13,13,F,Agouti,0,19.5,37.5,7814,0.007025761,1,9/11/2016,DO
Albus,13,14,F,Agouti,0,19.6,37,10886,0.002331002,1,9/11/2016,DO
Albus,13,15,F,Agouti,0,20.6,37.2,11350,0,1,9/11/2016,DO
Albus,13,18,F,Agouti,0,20.4,36.2,,,1,9/11/2016,DO
Albus,13,19,F,Agouti,0,20.2,36.7,,,1,9/11/2016,DO
Albus,13,20,F,Agouti,0,20,37,,,1,9/11/2016,DO
Albus,13,21,F,Agouti,0,20,35.6,,,1,9/11/2016,DO
Albus,13,22,F,Agouti,0,20,36,,,1,9/11/2016,DO
Albus,13,24,F,Agouti,0,19.6,36.1,,,1,9/11/2016,DO
Albus,13,25,F,Agouti,0,19.78,36.6,,,1,9/11/2016,DO
Albus,13,26,F,Agouti,0,19.51,37.2,14538,,1,9/11/2016,DO
Albus,14,0,F,Black,0,28.9,38.5,15006,0,1,9/11/2016,DO
Albus,14,5,F,Black,0,28.6,37.6,15337,0.014028056,1,9/11/2016,DO
Albus,14,6,F,Black,0,28.3,38.3,14653,0.053763441,1,9/11/2016,DO
Albus,14,7,F,Black,0,27.7,37.4,7613,0.153688525,1,9/11/2016,DO
Albus,14,8,F,Black,0,27.3,37,6099,0.252358491,1,9/11/2016,DO
Albus,14,9,F,Black,0,26.3,36.1,3045,0.2,1,9/11/2016,DO
Albus,14,10,F,Black,0,26,37.5,3504,0.038636364,1,9/11/2016,DO
Albus,14,11,F,Black,0,26.6,36.7,6466,0.004048583,1,9/11/2016,DO
Albus,14,12,F,Black,0,26.7,38.2,8024,0,1,9/11/2016,DO
Albus,14,13,F,Black,0,27.5,37.7,9544,0.00462963,1,9/11/2016,DO
Albus,14,14,F,Black,0,26.8,38,11174,0.002439024,1,9/11/2016,DO
Albus,14,15,F,Black,0,27.2,37.7,11525,0.004728132,1,9/11/2016,DO
Albus,14,18,F,Black,0,27.6,36.7,,,1,9/11/2016,DO
Albus,14,19,F,Black,0,26.9,37.2,,,1,9/11/2016,DO
Albus,14,20,F,Black,0,26.4,37.1,,,1,9/11/2016,DO
Albus,14,21,F,Black,0,26.2,36.7,,,1,9/11/2016,DO
Albus,14,22,F,Black,0,26.6,36.6,,,1,9/11/2016,DO
Albus,14,24,F,Black,0,26.4,37.1,,,1,9/11/2016,DO
Albus,14,25,F,Black,0,26.84,37.1,,,1,9/11/2016,DO
Albus,14,26,F,Black,0,26.46,37.2,9880.5,,1,9/11/2016,DO
Albus,15,0,F,Agouti,0,25.4,37.6,13757,0,1,9/11/2016,DO
Albus,15,5,F,Agouti,0,24.4,37.3,12184,0.03125,1,9/11/2016,DO
Albus,15,6,F,Agouti,0,23.9,36.4,11816,0.084745763,1,9/11/2016,DO
Albus,15,7,F,Agouti,0,23.4,37.6,11241,0.19266055,1,9/11/2016,DO
Albus,15,8,F,Agouti,0,23.2,36.1,7091,0.199494949,1,9/11/2016,DO
Albus,15,9,F,Agouti,0,22.6,35.6,5271,0.137681159,1,9/11/2016,DO
Albus,15,10,F,Agouti,0,22.4,36.6,5158,0.024608501,1,9/11/2016,DO
Albus,15,11,F,Agouti,0,22,36.7,8030,0.007228916,1,9/11/2016,DO
Albus,15,12,F,Agouti,0,21.5,37.9,8561,0,1,9/11/2016,DO
Albus,15,13,F,Agouti,0,21.8,37.3,11064,0,1,9/11/2016,DO
Albus,15,14,F,Agouti,0,21.2,37.7,12126,0,1,9/11/2016,DO
Albus,15,15,F,Agouti,0,20.9,38.5,12849,0,1,9/11/2016,DO
Albus,15,18,F,Agouti,0,22.1,35.9,,,1,9/11/2016,DO
Albus,15,19,F,Agouti,0,21.7,36.3,,,1,9/11/2016,DO
Albus,15,20,F,Agouti,0,21.9,36.8,,,1,9/11/2016,DO
Albus,15,21,F,Agouti,0,21.8,35.6,,,1,9/11/2016,DO
Albus,15,22,F,Agouti,0,22.1,36.4,,,1,9/11/2016,DO
Albus,15,24,F,Agouti,0,21.9,36.2,,,1,9/11/2016,DO
Albus,15,25,F,Agouti,0,21.36,36.2,,,1,9/11/2016,DO
Albus,15,26,F,Agouti,0,21.3,35,11823,,1,9/11/2016,DO
Albus,16,0,F,Agouti,0,23.3,38.5,14048,0,1,9/11/2016,DO
Albus,16,5,F,Agouti,0,23.1,37.9,11387,0.023255814,1,9/11/2016,DO
Albus,16,6,F,Agouti,0,22.5,36.6,12781,0.093681917,1,9/11/2016,DO
Albus,16,7,F,Agouti,0,21.8,37.6,8679.5,0.232905983,1,9/11/2016,DO
Albus,16,8,F,Agouti,0,21.8,37.9,5720,0.319672131,1,9/11/2016,DO
Albus,16,9,F,Agouti,0,21.2,36,1500,0.374677003,1,9/11/2016,DO
Albus,16,10,F,Agouti,0,21.5,37.3,2272,0.093670886,1,9/11/2016,DO
Albus,16,11,F,Agouti,0,22.6,37.3,5013,0.022540984,1,9/11/2016,DO
Albus,16,12,F,Agouti,0,23,38.5,9242,0.013605442,1,9/11/2016,DO
Albus,16,13,F,Agouti,0,23.6,37,9094,0.014799154,1,9/11/2016,DO
Albus,16,14,F,Agouti,0,23,37.7,9719,0.028225806,1,9/11/2016,DO
Albus,16,15,F,Agouti,0,22.9,37,8444,0.02283105,1,9/11/2016,DO
Albus,16,18,F,Agouti,0,23.8,36.9,,,1,9/11/2016,DO
Albus,16,19,F,Agouti,0,22.5,37.5,,,1,9/11/2016,DO
Albus,16,20,F,Agouti,0,22.6,37.5,,,1,9/11/2016,DO
Albus,16,21,F,Agouti,0,23.1,37.3,,,1,9/11/2016,DO
Albus,16,22,F,Agouti,0,23,37.8,,,1,9/11/2016,DO
Albus,16,24,F,Agouti,0,24,37.5,,,1,9/11/2016,DO
Albus,16,25,F,Agouti,0,23.99,37.7,,,1,9/11/2016,DO
Albus,16,26,F,Agouti,0,24.1,38.2,15587,,1,9/11/2016,DO
Albus,17,0,F,Agouti,0,19.4,38.9,11024,0,0,9/11/2016,DO
Albus,17,5,F,Agouti,0,19.2,38.3,10669,0.085714286,0,9/11/2016,DO
Albus,17,6,F,Agouti,0,19.1,36.7,3386.5,0.3003663,0,9/11/2016,DO
Albus,17,7,F,Agouti,0,18.4,36.3,1724.5,0.457013575,0,9/11/2016,DO
Albus,18,0,F,White,0,27.4,37.3,13682,0,1,9/11/2016,DO
Albus,18,5,F,White,0,26.4,36.1,12620,0.041758242,1,9/11/2016,DO
Albus,18,6,F,White,0,26.3,36.7,12828,0.163064833,1,9/11/2016,DO
Albus,18,7,F,White,0,25.9,35.5,10362,0.250489237,1,9/11/2016,DO
Albus,18,8,F,White,0,25.3,37.1,4672,0.286637931,1,9/11/2016,DO
Albus,18,9,F,White,0,24.5,35.8,4134,0.119221411,1,9/11/2016,DO
Albus,18,10,F,White,0,25.1,37.2,2648,0.086419753,1,9/11/2016,DO
Albus,18,11,F,White,0,25.4,36.8,5031,0.012315271,1,9/11/2016,DO
Albus,18,12,F,White,0,25.4,37.8,4162,0.002475248,1,9/11/2016,DO
Albus,18,13,F,White,0,25.9,38.3,8989,0.002293578,1,9/11/2016,DO
Albus,18,14,F,White,0,25.5,37.7,8202,0.001893939,1,9/11/2016,DO
Albus,18,15,F,White,0,25.2,37,7095,0,1,9/11/2016,DO
Albus,18,18,F,White,0,25.7,35.7,,,1,9/11/2016,DO
Albus,18,19,F,White,0,25.6,36.4,,,1,9/11/2016,DO
Albus,18,20,F,White,0,25.1,36.8,,,1,9/11/2016,DO
Albus,18,21,F,White,0,25.1,36.3,,,1,9/11/2016,DO
Albus,18,22,F,White,0,25,36.6,,,1,9/11/2016,DO
Albus,18,24,F,White,0,24.9,35.6,,,1,9/11/2016,DO
Albus,18,25,F,White,0,24.69,36.8,,,1,9/11/2016,DO
Albus,18,26,F,White,0,23.98,37.2,14005,,1,9/11/2016,DO
Albus,19,0,F,Agouti,0,23.1,37.5,15106,0,1,9/11/2016,DO
Albus,19,5,F,Agouti,0,22.8,36.6,12727,0.019230769,1,9/11/2016,DO
